provider,region_id,city,country,lat,lon
Google,europe-west12-b,Turin,Italy,45.0677551,7.6824892
Google,europe-west12-c,Turin,Italy,45.0677551,7.6824892
Google,me-central1-a,Doha,Qatar,25.2856329,51.5264162
Google,me-central1-b,Doha,Qatar,25.2856329,51.5264162
Google,me-central1-c,Doha,Qatar,25.2856329,51.5264162
Google,me-central2-a,Dammam,Saudi Arabia,26.4367824,50.1039991
Google,me-central2-b,Dammam,Saudi Arabia,26.4367824,50.1039991
Google,me-central2-c,Dammam,Saudi Arabia,26.4367824,50.1039991
Google,me-west1-a,Tel Aviv,Israel,32.0852997,34.7818064
Google,me-west1-b,Tel Aviv,Israel,32.0852997,34.7818064
Google,me-west1-c,Tel Aviv,Israel,32.0852997,34.7818064
Google,northamerica-northeast1-a,Montréal,Québec,45.5031824,-73.5698065
Google,northamerica-northeast1-b,Montréal,Québec,45.5031824,-73.5698065
Google,northamerica-northeast1-c,Montréal,Québec,45.5031824,-73.5698065
Google,northamerica-northeast2-a,Toronto,Ontario,43.6534817,-79.3839347
Google,northamerica-northeast2-b,Toronto,Ontario,43.6534817,-79.3839347
Google,northamerica-northeast2-c,Toronto,Ontario,43.6534817,-79.3839347
Google,northamerica-south1-a,Queretaro,Mexico,20.8052225,-99.8837376
Google,northamerica-south1-b,Queretaro,Mexico,20.8052225,-99.8837376
Google,northamerica-south1-c,Queretaro,Mexico,20.8052225,-99.8837376
Google,southamerica-east1-a,Osasco,São Paulo,-23.5324859,-46.7916801
Google,southamerica-east1-b,Osasco,São Paulo,-23.5324859,-46.7916801
Google,southamerica-east1-c,Osasco,São Paulo,-23.5324859,-46.7916801
Google,southamerica-west1-a,Santiago,Chile,-33.4377756,-70.6504502
Google,southamerica-west1-b,Santiago,Chile,-33.4377756,-70.6504502
Google,southamerica-west1-c,Santiago,Chile,-33.4377756,-70.6504502
Google,us-central1-a,Council Bluffs,Iowa,41.2588410,-95.8519484
Google,us-central1-b,Council Bluffs,Iowa,41.2588410,-95.8519484
Google,us-central1-c,Council Bluffs,Iowa,41.2588410,-95.8519484
Google,us-central1-f,Council Bluffs,Iowa,41.2588410,-95.8519484
Google,us-east1-b,Moncks Corner,South Carolina,33.1960027,-80.0131374
Google,us-east1-c,Moncks Corner,South Carolina,33.1960027,-80.0131374
Google,us-east1-d,Moncks Corner,South Carolina,33.1960027,-80.0131374
Google,us-east4-a,Ashburn,Virginia,39.0297840,-77.4744148
Google,us-east4-b,Ashburn,Virginia,39.0297840,-77.4744148
Google,us-east4-c,Ashburn,Virginia,39.0297840,-77.4744148
Google,us-east5-a,Columbus,Ohio,39.9622601,-83.0007065
Google,us-east5-b,Columbus,Ohio,39.9622601,-83.0007065
Google,us-east5-c,Columbus,Ohio,39.9622601,-83.0007065
Google,us-south1-a,Dallas,Texas,32.7762719,-96.7968559
Google,us-south1-b,Dallas,Texas,32.7762719,-96.7968559
Google,us-south1-c,Dallas,Texas,32.7762719,-96.7968559
Google,us-west1-a,The Dalles,Oregon,45.6015056,-121.1841587
Google,us-west1-b,The Dalles,Oregon,45.6015056,-121.1841587
Google,us-west1-c,The Dalles,Oregon,45.6015056,-121.1841587
Google,us-west2-a,Los Angeles,California,34.0536909,-118.2427660
Google,us-west2-b,Los Angeles,California,34.0536909,-118.2427660
Google,us-west2-c,Los Angeles,California,34.0536909,-118.2427660
Google,us-west3-a,Salt Lake City,Utah,40.7596198,-111.8867970
Google,us-west3-b,Salt Lake City,Utah,40.7596198,-111.8867970
Google,us-west3-c,Salt Lake City,Utah,40.7596198,-111.8867970
Google,us-west4-a,Las Vegas,Nevada,36.1674263,-115.1484131
Google,us-west4-b,Las Vegas,Nevada,36.1674263,-115.1484131
Google,us-west4-c,Las Vegas,Nevada,36.1674263,-115.1484131
Microsoft,australiacentral,Canberra,Australia,-35.2975906,149.1012676
Microsoft,australiacentral2,Canberra,Australia,-35.2975906,149.1012676
Microsoft,australiaeast,New South Wales,Australia,-31.8759835,147.2869493
Microsoft,australiasoutheast,Victoria,Australia,-36.5986096,144.6780052
Microsoft,austriaeast,Vienna,Austria,48.2083537,16.3725042
Microsoft,belgiumcentral,Brussels,Belgium,50.8465573,4.3516970
Microsoft,brazilsouth,Sao Paulo State,Brazil,-23.5342741,-46.6339157
Microsoft,brazilsoutheast,Rio,Brazil,-22.9110137,-43.2093727
Microsoft,canadacentral,Toronto,Canada,43.6534817,-79.3839347
Microsoft,canadaeast,Quebec,Canada,52.4760892,-71.8258668
Microsoft,centralindia,Pune,India,18.5213738,73.8545071
Microsoft,centralus,Iowa,United States,41.9216734,-93.3122705
Microsoft,chilecentral,Santiago,Chile,-33.4377756,-70.6504502
Microsoft,eastasia,Hong Kong SAR,Asia Pacific,22.3379117,114.2641931
Microsoft,eastus,Virginia,United States,37.1232245,-78.4927721
Microsoft,eastus2,Virginia,United States,37.1232245,-78.4927721
Microsoft,francecentral,Paris,France,48.8588897,2.3200410
Microsoft,francesouth,Marseille,France,43.2961743,5.3699525
Microsoft,germanynorth,Berlin,Germany,52.5173885,13.3951309
Microsoft,germanywestcentral,Frankfurt,Germany,50.1106444,8.6820917
Microsoft,indonesiacentral,Jakarta,Indonesia,-6.1754049,106.8271680
Microsoft,israelcentral,Israel,Israel,30.8124247,34.8594762
Microsoft,italynorth,Milan,Italy,45.4641943,9.1896346
Microsoft,japaneast,"Tokyo, Saitama",Japan,35.7856458,139.4723906
Microsoft,japanwest,Osaka,Japan,34.6937569,135.5014539
Microsoft,koreacentral,Seoul,Korea,37.5666791,126.9782914
Microsoft,koreasouth,Busan,Korea,35.1799528,129.0752365
Microsoft,malaysiawest,Kuala Lumpur,Malaysia,3.1526589,101.7022205
Microsoft,mexicocentral,Querétaro State,Mexico,20.2730635,-99.8816014
Microsoft,newzealandnorth,Auckland,New Zealand,-36.8520950,174.7631803
Microsoft,northcentralus,Illinois,United States,40.0796606,-89.4337288
Microsoft,northeurope,Ireland,Europe,53.4295000,-8.1227485
Microsoft,norwayeast,Norway,Norway,61.1529386,8.7876653
Microsoft,norwaywest,Norway,Norway,61.1529386,8.7876653
Microsoft,polandcentral,Warsaw,Poland,52.2333742,21.0711489
Microsoft,qatarcentral,Doha,Qatar,25.2856329,51.5264162
Microsoft,southafricanorth,Johannesburg,South Africa,-26.2050000,28.0497220
Microsoft,southafricawest,Cape Town,South Africa,-33.9288301,18.4172197
Microsoft,southcentralus,Texas,United States,31.2638905,-98.5456116
Microsoft,southindia,Chennai,India,13.0836939,80.2701860
Microsoft,southeastasia,Singapore,Asia Pacific,1.3218352,103.9299432
Microsoft,spaincentral,Madrid,Spain,40.4167047,-3.7035825
Microsoft,swedencentral,Gävle,Sweden,60.6750132,17.1467019
Microsoft,switzerlandnorth,Zurich,Switzerland,47.3744489,8.5410422
Microsoft,switzerlandwest,Geneva,Switzerland,46.2017559,6.1466014
Microsoft,uaecentral,Abu Dhabi,UAE,24.4538352,54.3774014
Microsoft,uaenorth,Dubai,UAE,25.0742823,55.1885387
Microsoft,uksouth,London,United Kingdom,51.4893335,-0.1440551
Microsoft,ukwest,Cardiff,United Kingdom,51.4816546,-3.1791934
Microsoft,westcentralus,Wyoming,United States,43.1700264,-107.5685340
Microsoft,westeurope,Netherlands,Europe,52.3417979,4.8233750
Microsoft,westindia,Mumbai,India,19.0549990,72.8692035
Microsoft,westus,California,United States,36.7014631,-118.7559970
Microsoft,westus2,Washington,United States,38.8950368,-77.0365427
Microsoft,westus3,Phoenix,United States,33.4484367,-112.0741410
